idx,delta,thinkingTime,rot
771,0.2962162,1.320068,11.05532
772,0.04816085,0.8999023,6.948828
773,0.1555071,1.300049,6.777798
774,0.2261447,2.340088,14.06549
775,0.08897316,1.300049,5.980517
776,0.0840919,0.7600098,11.37936
777,0.4244379,1.26001,13.5519
778,0.08006996,0.5400391,12.08327
779,0.4394209,1.360107,13.69058
780,0.1889255,2.800049,14.01935
781,0.09561193,3.060059,8.677728
782,0.01609822,4.459961,5.105649
783,0.3959929,2.959961,14.97166
784,0.1126616,2.439941,13.85618
785,0.2782416,1.600098,10.23721
786,0.3014328,2.639893,13.1237
787,0.1837522,2.679932,13.86931
788,0.07708251,1,6.392936
789,0.2833814,0.04003906,11.54803
790,0.4920143,0.1000977,14.11664
791,0.3825644,1.299805,9.236753
792,0.2743843,1.47998,6.129234
793,0.05067915,0.6201172,6.490543
794,0.1626768,3.060059,14.51948
795,0.02628314,2.320068,11.78101
796,0.2346141,0.1000977,8.122476
797,0.3801014,1.040039,13.62902
798,0.02485651,2.119873,5.814099
799,0.1792489,2.800049,14.15297
800,0.1216997,3.219971,6.435408
801,0.4227836,0.7800293,8.677528
802,0.1815784,0.8400879,11.07225
803,0.5190541,1.23999,14.9304
804,0.05834711,2.719971,5.073147
805,0.1465994,2.879883,12.24378
806,0.4080469,1.179932,8.58777
807,0.08846641,2.880127,7.160324
808,0.2435135,2.940186,9.512492
809,0.1339466,2.340088,12.26723
810,0.4178474,1.47998,13.4095
811,0.1547235,2.839844,5.517664
812,0.1940757,2.860107,6.888633
813,0.05616593,0.4399414,5.873158
814,2.130155,0.06005859,12.16792
815,0.2071195,0.5200195,9.578736
816,0.3783874,1.040039,12.05624
817,0.0667962,2.719971,7.022126
818,0.1711773,2.879883,9.782965
819,0.5653875,0.9599609,14.67607
820,0.4071164,3.079834,7.018224
821,0.3349664,0.9802246,9.331979
822,0.04744935,1.299805,9.994601
823,0.1042145,2.540039,10.01965
824,0.1210724,2.920166,9.171797
825,0.3816097,1.219971,10.2623
826,0.01440191,2.639893,9.439474
827,0.1000578,1.23999,11.15727
828,0.1692951,4.379883,10.77799
829,0.4016734,1.059814,10.43928
830,0.213794,2.639893,12.0327
831,0.1616156,3.02002,8.459052
832,0.0403083,2.52002,11.91084
833,0.4466294,1.319824,5.949179
834,0.07604364,2.52002,11.55475
835,0.4229042,1.26001,11.29533
836,0.1119362,1.119873,7.346732
837,0.1858194,2.639893,14.48431
838,0.3874117,1.320068,9.344898
839,0.09210122,2.599854,8.597994
840,0.2244141,3.02002,6.954478
841,0.1097773,2.640137,10.59975
842,0.3690376,1.319824,10.77791
843,0.01402396,2.660156,11.99499
844,0.3554287,1.240234,11.43186
845,0.2149038,0.2001953,12.20464
846,0.2212334,1.700195,10.18533
847,0.4477633,2.680176,12.23272
848,0.1580656,2.839844,11.5393
849,0.07410902,4.800049,6.507555
850,0.5300387,0.04003906,12.05896
851,0.4121912,2,13.78858
852,0.04885268,2.679932,12.82526
853,0.02523124,2.659912,12.34258
854,0.2133267,1.47998,9.613616
855,3.142495,0.02001953,13.34117
856,1.219747,0.01977539,12.802
857,0.3140974,1.079834,13.60439
858,0.02837986,2.180176,11.76993
859,0.3059692,1.460205,14.23166
860,0.2247941,0.3198242,14.31088
861,0.3356478,1.699951,13.73682
862,0.3407589,2.679932,6.720471
863,0.04869783,2.73999,13.4851
864,0.3788818,1.199951,12.57483
865,0.1706367,5.280029,9.317662
866,0.2907881,0.3200684,10.30883
867,0.02040511,2.73999,12.96717
868,0.3540376,1.280029,12.28728
869,0.1783149,0.3798828,11.67252
870,0.560047,1.52002,14.85212
871,0.4928819,2.919922,6.276356
872,0.2111926,0.7600098,9.684232
873,0.08153933,0.8999023,7.911691
874,0.3180782,1.47998,14.5527
875,0.16742,0.8400879,7.758297
876,0.2321368,0.8200684,9.742726
877,0.2335929,3,9.336122
878,0.1022329,2.679932,13.49318
879,0.3346756,1.579834,14.30511
880,0.1126778,0.2199707,10.73284
881,0.241514,1.600098,12.4905
882,0.2864871,2.819824,10.97113
883,0.08169317,3.219971,6.317506
884,0.3940506,0.8798828,14.37514
885,0.3764176,2.459961,14.06369
886,0.0355407,6.679932,6.765331
887,0.1724748,4.26001,8.064191
888,0.1931304,2.73999,12.77495
889,0.06926984,2.76001,10.64875
890,0.3392445,1.280029,13.18643
891,0.05280349,2.800049,5.919402
892,0.1764286,2.699951,14.24593
893,0.2116694,0.8000488,5.532687
894,0.1172423,1.319824,6.526302
895,0.3650926,1.300049,14.50402
896,0.1373993,2.679932,7.423296
897,0.27344,2.679932,11.16193
898,0.105896,2.580078,11.49523
899,0.2908164,1.399902,10.76875
900,0.1176223,2.540039,10.16303
901,0.01786298,1.399902,9.949387
902,0.1563096,1.919922,7.500082
903,0.09533828,1.399902,12.51657
904,0.3647372,1.26001,14.92818
905,0.2359474,2.900146,12.28976
906,0.04454166,2.580078,8.451426
907,0.3873598,1.360107,12.69774
908,0.142664,0.8000488,11.88946
909,0.3671909,1.340088,9.269473
910,0.1543767,0.3398438,12.53754
911,0.05267452,1.340088,6.507429
912,0.1100158,2.559814,12.47803
913,0.1322808,3.060059,12.24601
914,0.3739074,0.9799805,8.506244
915,1.452161,0.02001953,9.324258
916,0.04715896,2.02002,6.166832
917,0.2622488,1.159912,11.05329
918,0.01966637,0.7399902,12.21805
919,0.1750622,3.23999,6.733856
920,0.3078013,0.6000977,12.60159
921,0.1396704,3.060059,12.9247
922,0.1884221,2.160156,8.063209
923,0.2145706,1.73999,6.846337
924,0.05521715,5.73999,6.724448
925,0.02782923,2.97998,13.67869
926,0.07796454,1.26001,6.044068
927,0.4895318,0.04003906,7.548396
928,0.274892,0.02001953,7.625132
929,0.3075482,1.320068,9.587552
930,0.01592577,1.080078,7.603559
931,0.0888339,1.119873,8.976882
932,0.04650205,2.76001,10.77874
933,0.207243,3.060059,10.23844
934,0.3486929,0.7797852,11.17508
935,0.2290927,2.819824,11.93782
936,0.1257617,1.600098,8.822083
937,0.06934571,0.380127,7.334389
938,0.2243351,3.320068,8.139885
939,0.03976101,4.23999,5.290886
940,0.2791567,3.139893,6.704635
941,0.1273931,2.800049,7.295084
942,0.3533758,0.8000488,6.17291
943,0.1416888,1.120117,6.300502
944,1.953407,0.06005859,13.99735
945,0.07225358,0.04003906,13.24724
946,0.1220778,2.97998,7.727391
947,0.1990738,0.9599609,9.026231
948,0.3442074,3.040039,9.323329
949,0.0991838,2.319824,10.4556
950,0.2138095,2.419922,13.97929
951,0.1596308,1.459961,7.018656
952,2.246923,0.04003906,13.98396
953,1.381433,0.04003906,6.740201
954,0.3409283,0.8798828,7.741267
955,0.1134086,2.959961,8.362849
956,0.03322941,2.73999,5.621604
957,0.03670222,0.8200684,5.787997
958,1.419647,0.04003906,9.674774
959,0.3735095,2.160156,13.99925
960,0.0699476,2.579834,11.51744
961,0.2598902,1.580078,12.05783
962,0.1964897,2.52002,9.16362
963,0.3169405,2.640137,9.213289
964,0.04897296,2.540039,11.86632
965,0.1074467,3.320068,9.948534
966,0.4022859,1.019775,13.52435
967,0.3197406,2.76001,8.795542
968,0.1548077,1.23999,6.266924
969,0.03784668,0.8601074,14.29098
970,0.153735,2.540039,13.81231
971,0.1656032,1.279785,9.424509
972,0.3329836,2.959961,11.57471
973,0.06159949,0.7998047,8.342084
974,0.05362791,0.9399414,11.28893
975,0.1305277,3.100098,9.528042
976,0.1846741,1.120117,10.02962
977,0.1929677,2.52002,13.26116
978,0.0286268,2.720215,14.66913
979,0.3973572,1.600098,11.58789
980,0.2281231,0.6398926,8.16636
981,0.1254168,1.080078,8.372626
982,3.868272,0.02001953,11.84056
983,0.139269,1.780029,12.74732
984,0.06824428,2.820068,11.05943
985,0.4449633,1.300049,11.67727
986,0.2824767,2.800049,12.62302
987,0.2516813,2.819824,13.86233
988,0.1453487,2.839844,12.37038
989,0.2167279,2.76001,7.293597
990,0.1727385,1.159912,10.73616
991,0.046772,2.300049,7.548502
992,0.2548501,1.719971,5.00457
993,0.2299766,0.04003906,6.611432
994,0.3576021,0.02001953,5.995575
995,0.3752414,1.359863,12.91678
996,0.004456282,2.560059,6.588473
997,0.04163375,2.52002,8.756253
998,0.1752896,1.139893,6.642863
999,0.1782386,0.04003906,11.98486


deadCenterNum = 265
failNum = 69
noDC_successfulNum = 666
total delta = 168.7928
total thinkingTime = 1903.177
mean delta = 0.2534427
mean thinkingTime = 1.903177
