idx,delta,thinkingTime,rot
777,0.1217433,1.780029,8.985574
778,0.0976246,7.76001,9.138647
779,0.1683189,1.280029,11.92487
780,0.1575087,1.23999,6.379237
781,0.6962874,9.280029,5.69081
782,1.048095,0.02001953,9.117676
783,1.808043,0.8398438,11.69689
784,0.07156706,7.719971,10.99142
785,0.1625907,0.6801758,10.59588
786,0.2254068,1.839844,8.683805
787,1.236848,3.580078,6.827461
788,2.066989,0.4001465,7.177797
789,0.0377506,3.120117,6.26506
790,0.7127523,0.02001953,8.412464
791,0.5447685,0.9401855,7.488081
792,0.9125803,4.02002,5.199058
793,0.3288233,3.47998,14.94667
794,2.022545,0.4399414,11.70055
795,0.5678939,1.280029,10.35665
796,1.085253,0.8798828,11.07851
797,1.561383,2.02002,9.564646
798,0.6762661,0.07983398,12.31177
799,0.3308926,2.560059,11.55708
800,1.780767,0.5400391,7.983089
801,0.5738178,1.419922,14.93628
802,0.5915685,4.459961,9.983817
803,0.520524,2.959961,13.9494
804,1.296819,0.3200684,5.048584
805,1.100769,0.02001953,12.72897
806,0.2295357,0.6201172,8.084067
807,1.563216,9.380127,7.420924
808,0.494944,1.419922,13.78667
809,0.5733808,4.5,8.369908
810,0.6283777,2.840088,13.80243
811,1.328104,0.3400879,10.18102
812,1.05429,0.02001953,7.559482
813,0.4598259,0.579834,12.01014
814,0.1437664,5.040039,6.085608
815,1.697131,3.560059,11.23242
816,0.177465,1.420166,7.530209
817,0.9613175,5.219971,14.28856
818,1.963812,3.379883,11.40825
819,0.5627199,1.219971,12.89267
820,0.9586295,1.019775,10.07245
821,1.552586,3.23999,9.752062
822,1.543568,3.5,6.077999
823,0.3474838,1.580078,8.835776
824,1.096434,0.5200195,14.06147
825,0.2281563,3.439941,6.10386
826,1.013239,3.440186,12.17753
827,0.6259118,1.580078,11.42762
828,0.5065159,1.040039,7.951661
829,0.6585201,2.799805,5.652659
830,1.750852,2.73999,12.78765
831,0.09295297,0.04003906,5.713319
832,0.08213538,0.02001953,8.859302
833,0.6367291,1.02002,10.78566
834,0.9144914,1.040039,10.37067
835,0.4855186,1.120117,7.489962
836,0.5102577,1.199951,5.528638
837,1.908094,3.880127,6.029469
838,0.9729048,2.820068,12.14347
839,0.2032795,1.459961,7.973148
840,0.9844319,0.8798828,6.478824
841,2.063779,0.02001953,5.812379
842,2.181671,3,10.183
843,0.9615819,1.599854,7.555383
844,0.607273,1,10.68613
845,0.1403128,1.23999,6.193117
846,0.9958076,9.400146,14.81653
847,0.6116699,3.580078,6.880344
848,0.6555902,7.52002,11.23293
849,0.04736024,0.02001953,9.366731
850,0.1403425,0.4799805,12.78198
851,1.781144,1.639893,12.41493
852,0.527735,7.439941,12.1394
853,0.6642903,0.8798828,10.96851
854,0.5350383,1.580078,5.098983
855,1.491062,3.599854,10.60623
856,0.2648371,4.679932,7.557229
857,0.7046812,1.879883,10.97527
858,0.0305683,0.7199707,13.54682
859,2.876312,0.5600586,13.53871
860,1.932013,0.9599609,10.42768
861,0.04593074,7.820068,11.84114
862,0.3605028,1.5,11.364
863,0.01128626,1.080078,5.015795
864,0.1350575,8.040039,10.96906
865,0.3639206,0.4399414,6.384305
866,0.9823956,0.02001953,12.09705
867,0.6465862,1.040039,10.64801
868,0.9987775,9.160156,8.22047
869,1.237274,0.01977539,5.226624
870,1.237274,0.01977539,5.226624
871,0.4444427,0.7199707,8.73302
872,0.1302028,7.900146,11.00793
873,0.4967431,1.52002,8.214786
874,1.354692,0.7199707,5.804831
875,2.071761,9.579834,8.162208
876,0.2601414,1.419922,13.19975
877,1.061441,0.6401367,11.70852
878,0.3442931,3.319824,6.871397
879,0.4382018,2.600098,12.43282
880,2.063462,0.4399414,14.94558
881,0.9132434,0.02001953,7.609659
882,0.411272,0.7202148,13.9058
883,1.114256,0.9001465,10.21664
884,1.114256,0.9001465,10.21664
885,0.6357182,3.159912,10.02252
886,1.181408,3.460205,12.36206
887,0.484463,1.460205,12.47906
888,0.5585667,4.660156,5.191555
889,0.8794645,2.880127,13.02423
890,2.437863,0.3400879,11.26147
891,0.2840909,1.23999,8.667433
892,1.190097,0.7199707,13.56578
893,0.8030248,3.119873,9.014279
894,0.1398559,0.02001953,12.91232
895,1.401319,3.120117,14.04043
896,1.122493,0.02001953,14.18907
897,0.5511312,0.7800293,14.79241
898,0.8529547,4.660156,7.598912
899,1.025577,0.01977539,5.802052
900,0.9565153,2.079834,14.40506
901,0.9454961,1.699951,10.47624
902,0.4746665,0.4799805,10.32126
903,0.5973573,4.879883,6.292182
904,0.9870161,3.560059,5.111097
905,1.398559,2.02002,14.70674
906,1.089118,0.2399902,12.30295
907,1.720509,3.860107,14.40249
908,1.807603,1.939941,12.66634
909,1.807603,1.939941,12.66634
910,1.751053,0.3198242,6.564845
911,0.2719142,0.02001953,5.447041
912,1.106642,2.180176,14.08045
913,0.7694141,3.459961,6.604021
914,0.987469,3.560059,5.17965
915,0.784945,0.02001953,8.097515
916,0.6674201,1.23999,6.055651
917,1.033757,0.5600586,12.69863
918,0.4247147,1.23999,13.37394
919,0.2614947,1.5,5.545775
920,0.922029,3.399902,9.030798
921,0.6418906,0.02001953,10.83023
922,1.100119,2.419922,13.81857
923,0.009682477,0.02001953,14.15069
924,0.2235972,1,6.222672
925,0.8066781,1.159912,7.737779
926,1.691359,3.699951,7.345446
927,1.71249,1.580078,12.22098
928,0.00984627,2.540039,6.294405
929,0.8920119,1.400146,10.8427
930,1.728449,3.359863,12.25358
931,0.188783,0.02001953,13.8816
932,0.6834091,0.4401855,14.23663
933,0.04086304,3.459961,13.43029
934,2.32726,1.119873,13.37041
935,0.728959,7.540039,12.81355
936,0.04107541,1.139893,8.353103
937,0.9856905,0.04003906,6.086426
938,1.965019,0.8999023,14.74963
939,0.4859784,7.540039,12.75833
940,0.1195688,1.200195,8.315833
941,1.777497,1.159912,9.633647
942,1.777497,1.159912,9.633647
943,0.09587526,7.73999,8.927848
944,0.2493867,1.52002,7.360262
945,1.75821,1.02002,10.07618
946,1.681428,3.640137,7.927032
947,3.044038,0,14.0944
948,0.0839023,7.439941,11.01408
949,1.033073,0.3400879,13.38164
950,0.8092895,1.820068,14.4977
951,1.191606,0.6599121,12.46657
952,0.1753941,2.920166,6.470899
953,0.1560821,2.579834,11.01943
954,2.012914,0.7998047,11.10367
955,0.005273104,1.420166,7.730492
956,0.3529149,4.719971,8.333406
957,0.1438633,2.519775,12.05185
958,0.2638076,0.3598633,8.410314
959,0.08860582,0.02001953,8.498434
960,0.467263,0.9799805,8.87828
961,1.045658,3.939941,6.732542
962,0.9826232,0.02001953,6.539969
963,0.6613613,3.600098,6.974298
964,0.1837426,0.02001953,5.92704
965,0.190244,1.26001,7.106724
966,0.8903528,4.440186,10.73726
967,1.717359,3.939941,6.367438
968,0.01603439,1.359863,5.32181
969,1.018257,0.7800293,10.0284
970,0.2144912,3.780029,13.53796
971,0.8630091,2.320068,14.97734
972,1.230297,0.07983398,13.53942
973,0.8731377,0.02001953,14.36493
974,0.03979599,0.9799805,6.656167
975,0.4667537,4.560059,5.586747
976,2.637172,0.02001953,11.95844
977,0.7493393,1.800049,11.20005
978,0.4790692,0.2600098,6.829783
979,0.2127527,0.01977539,14.26807
980,0.09611491,0.9799805,5.003664
981,1.803839,4.860107,12.667
982,0.6716672,3.360107,5.176651
983,1.075426,0.04003906,11.99548
984,0.3874149,0.7600098,6.948492
985,0.5844977,4.76001,6.08586
986,0.7979844,2.620117,14.61752
987,1.155657,0.4199219,10.38945
988,0.1376675,0.02001953,13.40564
989,0.258548,0.9001465,6.638187
990,2.021163,9.459961,5.765864
991,0.6735017,1.120117,12.23846
992,0.7837545,4.880127,6.443958
993,2.298569,3.719971,11.48734
994,0.7608079,0.02001953,6.831136
995,0.8733413,0.7600098,12.84495
996,0.3311936,2.920166,11.01789
997,1.827147,0.8400879,10.62791
998,0.6318733,0.8400879,10.88277
999,0.31389,0.8200684,8.5217


deadCenterNum = 74
failNum = 631
noDC_successfulNum = 295
total delta = 88.33627
total thinkingTime = 2316.662
mean delta = 0.299445
mean thinkingTime = 2.316662
