0	0.43	9	8	diff	turn_easy	0	0	0	0	0	0	0	1	0	0
0	1.46	1	15	diff	turn_easy	0	0	0	0	0	0	0	2	0	0
0	1.68	11	13	diff	turn_easy	0	0	0	0	0	0	0	3	0	0
0	1.81	3	7	diff	turn_easy	0	0	0	0	0	0	0	4	0	0
0	0.68	7	10	diff	turn_easy	0	0	0	0	0	0	0	5	0	0
0	0.43	1	14	diff	turn_easy	0	0	0	0	0	0	0	6	0	0
0	0.95	7	10	diff	turn_easy	0	0	0	0	0	0	0	7	0	0
0	1.95	5	9	diff	turn_easy	0	0	0	0	0	0	0	8	0	0
0	1.10	7	15	diff	turn_easy	0	0	0	0	0	0	0	9	0	0
0	0.54	12	7	diff	turn_easy	0	0	0	0	0	0	0	10	0	0
0	1.91	5	16	diff	turn_easy	0	0	0	0	0	0	0	11	0	0
0	2.52	11	11	diff	turn_easy	0	0	0	0	0	0	0	12	0	0
0	1.47	7	13	diff	turn_easy	0	0	0	0	0	0	0	13	0	0
0	0.06	4	9	easy	turn_diff	0	0	0	1	0	0	0	13	0	0
0	1.70	12	14	diff	turn_easy	0	0	0	1	0	0	0	14	0	0
0	0.07	7	10	easy	turn_diff	0	0	0	2	0	0	0	14	0	0
0	0.74	2	13	diff	turn_easy	0	0	0	2	0	0	0	15	0	0
0	0.15	7	12	medi	turn_easy	0	0	0	2	1	0	0	15	0	0
0	0.79	7	11	diff	turn_easy	0	0	0	2	1	0	0	16	0	0
0	1.57	8	10	diff	turn_easy	0	0	0	2	1	0	0	17	0	0
0	2.12	11	13	diff	turn_easy	0	0	0	2	1	0	0	18	0	0
0	0.38	12	13	diff	turn_easy	0	0	0	2	1	0	0	19	0	0
0	0.60	12	12	diff	turn_easy	0	0	0	2	1	0	0	20	0	0
0	0.42	7	16	diff	turn_easy	0	0	0	2	1	0	0	21	0	0
0	0.59	10	9	diff	turn_easy	0	0	0	2	1	0	0	22	0	0
0	0.28	0	11	medi	turn_easy	0	0	0	2	2	0	0	22	0	0
0	0.44	12	16	diff	turn_easy	0	0	0	2	2	0	0	23	0	0
0	1.42	9	14	diff	turn_easy	0	0	0	2	2	0	0	24	0	0
0	1.37	10	10	diff	turn_easy	0	0	0	2	2	0	0	25	0	0
0	1.39	2	8	diff	turn_easy	0	0	0	2	2	0	0	26	0	0
0	1.40	5	16	diff	turn_easy	0	0	0	2	2	0	0	27	0	0
0	1.24	3	9	diff	turn_easy	0	0	0	2	2	0	0	28	0	0
0	1.78	8	10	diff	turn_easy	0	0	0	2	2	0	0	29	0	0
0	3.16	1	12	diff	turn_easy	0	0	0	2	2	0	0	30	0	0
0	1.42	3	6	diff	turn_easy	0	0	0	2	2	0	0	31	0	0
