Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
SaverLearning,3.430,5.441,0.783,162,-0.223
SaverLearning,3.026,9.208,0.716,168,-0.213
SaverLearning,3.089,12.955,0.636,163,-0.193
SaverLearning,3.088,16.710,0.645,163,-0.168
SaverLearning,3.024,20.431,0.673,162,-0.159
SaverLearning,3.041,24.121,0.629,165,-0.140
SaverLearning,3.101,27.889,0.643,168,-0.123
SaverLearning,3.054,31.609,0.643,164,-0.094
SaverLearning,3.072,35.402,0.696,166,-0.070
SaverLearning,3.034,39.147,0.685,163,-0.033
SaverLearning,3.042,43.004,0.788,165,0.006
SaverLearning,3.096,47.021,0.888,162,0.055
SaverLearning,3.102,50.970,0.817,162,0.075
SaverLearning,3.124,54.941,0.814,161,0.116
SaverLearning,3.083,58.895,0.839,165,0.141
SaverLearning,3.056,62.876,0.892,161,0.172
SaverLearning,3.100,66.993,0.978,163,0.195
SaverLearning,3.111,71.177,1.031,163,0.218
SaverLearning,3.117,75.427,1.088,163,0.233
SaverLearning,3.025,79.461,0.968,166,0.255
SaverLearning,3.118,83.764,1.137,165,0.265
SaverLearning,3.043,87.826,0.979,163,0.276
SaverLearning,3.116,91.940,0.958,163,0.285
SaverLearning,2.981,95.891,0.931,162,0.301
SaverLearning,3.088,100.128,1.104,161,0.314
SaverLearning,3.053,104.275,1.047,164,0.326
SaverLearning,3.078,108.530,1.135,162,0.336
SaverLearning,3.059,112.903,1.265,162,0.346
SaverLearning,3.024,117.267,1.290,163,0.356
SaverLearning,3.050,121.665,1.299,161,0.362
SaverLearning,3.089,126.163,1.356,161,0.370
SaverLearning,3.093,130.681,1.373,161,0.378
SaverLearning,3.045,135.162,1.381,161,0.387
SaverLearning,3.022,139.531,1.299,161,0.394
SaverLearning,3.025,144.063,1.448,161,0.399
SaverLearning,3.048,148.528,1.364,163,0.403
SaverLearning,3.092,153.120,1.441,165,0.407
SaverLearning,3.001,157.585,1.407,162,0.411
SaverLearning,3.001,162.110,1.464,161,0.418
SaverLearning,3.083,166.769,1.514,161,0.420
SaverLearning,3.130,171.473,1.516,164,0.425
SaverLearning,3.013,175.906,1.369,161,0.427
SaverLearning,3.080,180.435,1.397,161,0.429
SaverLearning,3.052,185.001,1.458,162,0.431
SaverLearning,3.090,189.507,1.363,166,0.435
SaverLearning,3.089,194.206,1.549,161,0.441
SaverLearning,3.058,198.782,1.463,161,0.444
SaverLearning,3.066,203.631,1.716,161,0.449
SaverLearning,3.137,208.573,1.736,163,0.451
SaverLearning,3.120,213.394,1.636,164,0.453
