Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
SaverLearning,2.982,2136.591,1.627,163,0.809
SaverLearning,3.055,2141.323,1.603,161,0.809
SaverLearning,3.002,2146.184,1.781,162,0.810
SaverLearning,2.992,2151.151,1.887,164,0.810
SaverLearning,3.046,2156.122,1.686,164,0.810
SaverLearning,3.008,2160.765,1.566,161,0.810
SaverLearning,3.090,2165.717,1.786,161,0.810
SaverLearning,3.044,2170.536,1.700,161,0.810
SaverLearning,2.984,2175.379,1.782,161,0.811
SaverLearning,3.080,2180.391,1.846,161,0.811
SaverLearning,3.054,2185.140,1.622,161,0.811
SaverLearning,3.079,2190.064,1.766,161,0.811
SaverLearning,3.038,2194.948,1.767,162,0.811
SaverLearning,3.112,2199.963,1.815,161,0.812
SaverLearning,3.017,2204.743,1.692,163,0.812
SaverLearning,3.085,2209.638,1.731,161,0.812
SaverLearning,3.061,2214.255,1.489,161,0.812
SaverLearning,3.023,2219.021,1.670,161,0.812
SaverLearning,3.051,2223.863,1.714,162,0.812
SaverLearning,3.016,2228.568,1.614,162,0.813
SaverLearning,3.031,2233.647,1.956,161,0.813
SaverLearning,3.008,2238.430,1.696,161,0.813
SaverLearning,2.989,2243.124,1.631,161,0.813
SaverLearning,3.038,2248.096,1.845,161,0.813
SaverLearning,3.072,2252.487,1.264,161,0.814
SaverLearning,3.008,2257.251,1.684,161,0.814
SaverLearning,3.025,2261.851,1.507,162,0.814
SaverLearning,2.961,2266.618,1.728,162,0.814
SaverLearning,3.023,2271.131,1.423,161,0.814
SaverLearning,3.065,2275.955,1.681,162,0.815
SaverLearning,3.017,2280.536,1.498,163,0.815
SaverLearning,3.019,2285.323,1.689,163,0.815
SaverLearning,2.997,2290.000,1.607,161,0.815
SaverLearning,3.007,2294.795,1.706,163,0.816
SaverLearning,3.043,2299.548,1.631,162,0.816
SaverLearning,3.086,2304.340,1.633,163,0.816
SaverLearning,3.082,2309.077,1.585,161,0.816
SaverLearning,3.082,2313.756,1.530,161,0.816
SaverLearning,3.036,2318.544,1.677,161,0.817
SaverLearning,2.997,2323.302,1.687,162,0.817
SaverLearning,2.987,2327.932,1.567,161,0.817
SaverLearning,3.008,2332.989,1.962,161,0.817
SaverLearning,3.073,2337.415,1.295,161,0.818
SaverLearning,3.044,2342.126,1.597,164,0.818
SaverLearning,3.109,2346.797,1.491,161,0.818
SaverLearning,3.064,2351.799,1.859,163,0.819
SaverLearning,3.064,2356.778,1.835,162,0.819
SaverLearning,3.000,2361.442,1.597,164,0.819
SaverLearning,3.028,2366.261,1.714,161,0.819
SaverLearning,3.012,2370.998,1.654,162,0.819
SaverLearning,3.020,2375.715,1.624,161,0.819
SaverLearning,3.042,2380.609,1.769,162,0.819
SaverLearning,3.066,2385.648,1.889,161,0.820
SaverLearning,3.031,2390.754,1.988,161,0.819
SaverLearning,2.969,2395.583,1.778,162,0.820
SaverLearning,2.943,2400.476,1.870,162,0.820
SaverLearning,2.911,2405.267,1.804,161,0.820
SaverLearning,3.018,2409.975,1.618,161,0.820
SaverLearning,3.024,2415.067,1.984,161,0.820
SaverLearning,3.022,2419.871,1.704,165,0.820
SaverLearning,3.021,2424.717,1.742,163,0.820
SaverLearning,3.054,2429.704,1.849,162,0.820
SaverLearning,3.062,2434.679,1.826,161,0.821
SaverLearning,3.040,2439.436,1.641,161,0.821
SaverLearning,2.993,2444.397,1.886,161,0.821
SaverLearning,3.057,2449.565,2.028,161,0.821
SaverLearning,2.940,2454.515,1.922,162,0.821
SaverLearning,3.054,2459.577,1.926,161,0.821
SaverLearning,3.054,2464.554,1.837,164,0.822
SaverLearning,2.998,2469.591,1.955,161,0.822
SaverLearning,3.005,2474.746,2.060,161,0.822
SaverLearning,3.017,2479.572,1.731,162,0.822
SaverLearning,3.032,2484.580,1.892,164,0.822
SaverLearning,3.078,2489.351,1.625,161,0.822
SaverLearning,3.041,2494.613,2.127,161,0.822
SaverLearning,3.063,2499.608,1.851,161,0.823
SaverLearning,3.025,2504.365,1.661,162,0.823
SaverLearning,2.973,2509.105,1.694,163,0.823
SaverLearning,2.997,2513.954,1.773,161,0.823
SaverLearning,3.054,2519.172,2.073,164,0.823
SaverLearning,3.036,2524.106,1.815,162,0.823
SaverLearning,2.993,2528.838,1.657,163,0.823
SaverLearning,3.027,2533.604,1.667,163,0.823
SaverLearning,3.070,2538.514,1.761,161,0.824
SaverLearning,3.044,2543.690,2.042,164,0.824
SaverLearning,3.076,2548.660,1.814,161,0.824
SaverLearning,3.026,2553.751,1.973,162,0.824
SaverLearning,3.027,2558.531,1.676,161,0.824
SaverLearning,3.022,2563.417,1.780,161,0.824
SaverLearning,3.064,2568.265,1.702,161,0.825
SaverLearning,3.027,2573.309,1.927,161,0.825
SaverLearning,3.055,2578.310,1.864,162,0.825
SaverLearning,3.028,2583.150,1.737,161,0.825
SaverLearning,3.028,2588.174,1.914,163,0.825
SaverLearning,3.054,2593.016,1.711,162,0.825
SaverLearning,3.002,2597.804,1.708,163,0.825
SaverLearning,2.995,2602.832,1.946,162,0.825
SaverLearning,3.032,2607.752,1.803,161,0.825
SaverLearning,3.029,2612.611,1.754,164,0.826
SaverLearning,3.034,2617.643,1.911,161,0.826
SaverLearning,3.103,2622.791,1.958,163,0.826
SaverLearning,3.044,2627.632,1.721,161,0.826
SaverLearning,3.098,2632.900,2.078,161,0.826
SaverLearning,3.057,2637.705,1.674,161,0.826
SaverLearning,3.074,2642.395,1.548,161,0.826
SaverLearning,2.990,2647.314,1.844,161,0.827
SaverLearning,3.034,2652.259,1.829,162,0.827
SaverLearning,3.040,2657.668,2.270,161,0.827
SaverLearning,3.085,2662.627,1.792,161,0.827
SaverLearning,3.039,2667.261,1.524,162,0.827
SaverLearning,3.055,2672.163,1.768,162,0.827
SaverLearning,3.080,2677.000,1.680,161,0.827
SaverLearning,3.101,2681.994,1.809,161,0.827
SaverLearning,3.030,2687.066,1.955,161,0.828
SaverLearning,3.030,2691.979,1.798,161,0.828
SaverLearning,3.019,2696.800,1.726,161,0.828
