Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
SaverLearning,3.064,1233.335,0.792,163,0.811
SaverLearning,3.070,1237.264,0.824,163,0.811
SaverLearning,3.089,1241.258,0.866,165,0.812
SaverLearning,2.971,1245.116,0.848,162,0.812
SaverLearning,3.072,1249.113,0.884,164,0.812
SaverLearning,3.043,1253.086,0.888,162,0.813
SaverLearning,3.118,1257.186,0.938,163,0.813
SaverLearning,3.117,1261.321,0.970,163,0.814
SaverLearning,3.111,1265.465,0.986,161,0.814
SaverLearning,3.079,1269.402,0.821,161,0.815
SaverLearning,3.084,1273.381,0.858,164,0.815
SaverLearning,3.109,1277.405,0.875,162,0.815
SaverLearning,3.096,1281.394,0.853,162,0.816
SaverLearning,3.043,1285.334,0.861,164,0.816
SaverLearning,3.128,1289.414,0.914,167,0.817
SaverLearning,3.012,1293.316,0.852,163,0.817
SaverLearning,3.173,1297.417,0.888,161,0.818
SaverLearning,3.086,1301.508,0.962,163,0.818
SaverLearning,3.077,1305.512,0.887,162,0.819
SaverLearning,3.062,1309.505,0.892,161,0.819
SaverLearning,3.004,1313.525,0.975,163,0.820
SaverLearning,3.065,1317.553,0.924,162,0.820
SaverLearning,3.077,1321.604,0.928,166,0.821
SaverLearning,3.107,1325.607,0.857,161,0.821
SaverLearning,3.145,1329.603,0.814,161,0.822
SaverLearning,3.116,1333.567,0.810,162,0.822
SaverLearning,3.064,1337.507,0.837,162,0.822
SaverLearning,3.022,1341.395,0.826,162,0.823
SaverLearning,3.030,1345.271,0.807,164,0.823
SaverLearning,3.105,1349.279,0.861,162,0.824
SaverLearning,3.021,1353.127,0.789,164,0.824
SaverLearning,3.028,1357.025,0.835,165,0.825
SaverLearning,2.937,1360.859,0.859,162,0.825
SaverLearning,2.954,1364.772,0.920,161,0.825
SaverLearning,2.978,1368.686,0.897,162,0.826
SaverLearning,3.028,1372.658,0.905,164,0.826
SaverLearning,3.026,1376.565,0.842,163,0.826
SaverLearning,3.031,1380.486,0.852,161,0.827
SaverLearning,3.090,1384.378,0.767,162,0.827
SaverLearning,3.081,1388.228,0.735,163,0.828
SaverLearning,3.079,1392.143,0.800,163,0.828
SaverLearning,3.047,1395.905,0.685,163,0.829
SaverLearning,3.118,1399.959,0.895,162,0.829
SaverLearning,3.077,1403.887,0.813,164,0.829
SaverLearning,3.121,1407.836,0.792,165,0.830
SaverLearning,3.129,1411.889,0.881,164,0.830
SaverLearning,3.066,1415.756,0.766,164,0.830
SaverLearning,3.115,1419.788,0.875,163,0.831
SaverLearning,3.127,1423.760,0.807,161,0.831
SaverLearning,3.110,1427.726,0.818,162,0.831
SaverLearning,3.019,1431.558,0.775,161,0.832
SaverLearning,3.077,1435.507,0.833,162,0.832
SaverLearning,3.102,1439.548,0.896,165,0.832
SaverLearning,3.106,1443.451,0.765,164,0.833
SaverLearning,3.064,1447.336,0.788,161,0.833
SaverLearning,3.057,1451.252,0.825,161,0.834
SaverLearning,3.116,1455.271,0.866,161,0.834
SaverLearning,3.080,1459.236,0.846,162,0.834
SaverLearning,3.105,1463.191,0.812,161,0.835
SaverLearning,3.061,1467.281,0.986,164,0.835
SaverLearning,3.064,1471.450,1.057,161,0.836
SaverLearning,3.000,1475.551,1.054,161,0.836
SaverLearning,3.072,1479.657,0.990,162,0.836
SaverLearning,3.095,1483.638,0.847,161,0.836
SaverLearning,3.096,1487.660,0.884,162,0.837
SaverLearning,3.103,1491.662,0.859,163,0.837
SaverLearning,3.053,1495.643,0.885,164,0.837
SaverLearning,3.138,1499.617,0.799,163,0.837
SaverLearning,3.113,1503.767,0.991,164,0.838
SaverLearning,3.120,1507.788,0.860,162,0.838
SaverLearning,3.068,1511.747,0.854,162,0.838
SaverLearning,3.048,1515.788,0.948,163,0.838
SaverLearning,3.083,1519.875,0.958,166,0.839
SaverLearning,3.060,1523.936,0.960,165,0.839
SaverLearning,3.083,1527.884,0.828,164,0.839
SaverLearning,3.070,1531.873,0.882,161,0.839
SaverLearning,2.991,1535.695,0.797,164,0.840
SaverLearning,3.006,1539.493,0.758,166,0.840
SaverLearning,3.022,1543.349,0.797,163,0.840
SaverLearning,3.094,1547.324,0.842,164,0.840
SaverLearning,3.054,1551.256,0.843,163,0.841
SaverLearning,3.048,1555.163,0.823,164,0.841
SaverLearning,3.120,1559.232,0.908,162,0.841
SaverLearning,2.967,1563.192,0.951,165,0.841
SaverLearning,3.047,1567.234,0.951,161,0.842
SaverLearning,3.116,1571.271,0.879,161,0.842
SaverLearning,3.042,1575.306,0.948,162,0.842
SaverLearning,3.085,1579.419,0.983,162,0.842
SaverLearning,3.102,1583.510,0.944,165,0.843
SaverLearning,3.096,1587.807,1.148,161,0.843
SaverLearning,3.057,1591.812,0.905,162,0.843
SaverLearning,3.114,1595.826,0.859,166,0.843
SaverLearning,3.064,1599.816,0.884,162,0.844
SaverLearning,3.069,1603.807,0.884,162,0.844
SaverLearning,3.049,1607.821,0.924,161,0.844
SaverLearning,3.090,1611.810,0.862,163,0.845
SaverLearning,3.058,1615.746,0.841,164,0.845
SaverLearning,3.059,1619.720,0.878,161,0.845
SaverLearning,3.013,1623.609,0.839,162,0.845
SaverLearning,3.073,1627.583,0.864,162,0.846
SaverLearning,3.068,1631.488,0.803,165,0.846
SaverLearning,3.043,1635.324,0.759,165,0.846
SaverLearning,3.040,1639.183,0.785,161,0.847
SaverLearning,3.003,1643.025,0.804,163,0.847
SaverLearning,3.161,1647.001,0.780,163,0.847
SaverLearning,3.014,1650.826,0.773,163,0.848
SaverLearning,3.044,1654.666,0.760,162,0.848
SaverLearning,3.036,1658.572,0.832,165,0.848
SaverLearning,3.086,1662.427,0.736,165,0.848
SaverLearning,3.014,1666.198,0.723,165,0.849
SaverLearning,3.075,1670.070,0.759,162,0.849
SaverLearning,3.027,1673.877,0.746,164,0.849
SaverLearning,3.051,1677.752,0.785,161,0.849
SaverLearning,3.109,1681.645,0.747,167,0.850
SaverLearning,3.093,1685.475,0.704,163,0.850
SaverLearning,3.072,1689.424,0.837,164,0.850
SaverLearning,3.055,1693.417,0.900,165,0.850
SaverLearning,3.001,1697.277,0.825,163,0.851
SaverLearning,3.080,1701.407,1.009,163,0.851
SaverLearning,3.037,1705.614,1.125,162,0.851
SaverLearning,2.990,1709.450,0.811,164,0.851
SaverLearning,3.016,1713.434,0.930,163,0.852
SaverLearning,3.016,1717.304,0.819,163,0.852
SaverLearning,3.039,1722.159,1.747,163,0.852
SaverLearning,2.943,1726.611,1.446,164,0.852
SaverLearning,3.088,1730.912,1.161,161,0.853
SaverLearning,2.970,1735.137,1.204,161,0.853
SaverLearning,3.003,1739.131,0.950,166,0.853
SaverLearning,3.008,1743.160,0.978,161,0.853
SaverLearning,3.052,1747.274,1.017,162,0.853
SaverLearning,3.065,1751.570,1.180,167,0.854
SaverLearning,3.113,1755.715,0.989,162,0.854
SaverLearning,3.041,1759.875,1.071,163,0.854
SaverLearning,3.130,1764.059,1.013,164,0.854
SaverLearning,3.102,1768.101,0.902,164,0.854
SaverLearning,3.094,1772.114,0.884,162,0.854
SaverLearning,3.149,1776.306,1.003,164,0.855
SaverLearning,3.092,1780.421,0.981,161,0.855
SaverLearning,3.037,1784.465,0.967,162,0.855
SaverLearning,3.077,1788.448,0.868,162,0.855
SaverLearning,3.060,1792.446,0.898,162,0.856
SaverLearning,3.067,1796.472,0.919,163,0.856
SaverLearning,3.038,1800.438,0.890,162,0.856
SaverLearning,3.107,1804.454,0.871,162,0.856
SaverLearning,3.088,1808.575,0.987,164,0.856
SaverLearning,3.112,1812.606,0.882,161,0.856
SaverLearning,3.088,1816.517,0.789,162,0.857
SaverLearning,3.119,1820.646,0.965,168,0.857
SaverLearning,3.058,1824.683,0.932,165,0.857
SaverLearning,3.105,1828.649,0.822,163,0.857
SaverLearning,3.065,1832.688,0.930,161,0.857
SaverLearning,3.143,1836.748,0.875,164,0.857
SaverLearning,3.014,1840.626,0.824,161,0.858
SaverLearning,3.092,1844.656,0.894,161,0.858
SaverLearning,3.087,1848.750,0.966,162,0.858
SaverLearning,3.069,1852.703,0.848,161,0.858
SaverLearning,3.066,1856.736,0.927,161,0.858
SaverLearning,3.123,1860.966,1.064,164,0.859
SaverLearning,3.081,1865.030,0.942,162,0.859
SaverLearning,3.038,1869.048,0.937,166,0.859
SaverLearning,3.034,1873.095,0.972,164,0.859
SaverLearning,3.109,1877.230,0.984,162,0.859
SaverLearning,3.122,1881.267,0.875,161,0.860
SaverLearning,3.090,1885.302,0.906,163,0.860
SaverLearning,3.064,1889.349,0.939,162,0.860
SaverLearning,3.018,1893.262,0.858,164,0.860
SaverLearning,3.034,1897.233,0.896,161,0.860
SaverLearning,3.040,1901.298,0.979,161,0.860
SaverLearning,3.053,1905.306,0.914,164,0.861
SaverLearning,3.116,1909.427,0.959,163,0.861
SaverLearning,3.097,1913.573,1.002,162,0.861
SaverLearning,3.042,1917.648,0.986,163,0.861
SaverLearning,3.058,1921.725,0.975,162,0.861
SaverLearning,3.108,1925.928,1.043,163,0.862
SaverLearning,3.041,1930.020,1.007,161,0.862
SaverLearning,3.041,1933.960,0.863,163,0.862
SaverLearning,3.073,1938.241,1.156,163,0.862
SaverLearning,3.110,1942.420,1.027,163,0.862
SaverLearning,3.025,1946.516,1.023,165,0.862
SaverLearning,2.932,1950.455,0.964,161,0.862
SaverLearning,3.033,1954.463,0.935,161,0.863
