Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
SaverLearning,3.091,429.998,1.088,161,0.436
SaverLearning,3.046,434.180,1.085,162,0.437
SaverLearning,3.130,438.361,1.005,162,0.438
SaverLearning,3.003,442.365,0.956,163,0.441
SaverLearning,3.039,446.539,1.080,161,0.442
SaverLearning,3.085,450.630,0.961,164,0.444
SaverLearning,3.192,454.900,1.026,161,0.446
SaverLearning,3.105,459.149,1.084,161,0.447
SaverLearning,2.999,463.299,1.103,163,0.448
SaverLearning,3.038,467.566,1.175,163,0.449
SaverLearning,2.893,471.513,1.010,162,0.450
SaverLearning,2.988,475.649,1.096,163,0.452
SaverLearning,3.096,479.844,1.049,163,0.454
SaverLearning,3.101,484.082,1.086,162,0.455
SaverLearning,2.989,488.118,0.999,163,0.456
SaverLearning,3.076,492.107,0.873,162,0.458
SaverLearning,3.083,496.145,0.913,163,0.459
SaverLearning,3.114,500.213,0.911,163,0.460
SaverLearning,2.993,504.234,0.978,161,0.462
SaverLearning,3.014,508.305,1.009,163,0.463
SaverLearning,3.060,512.596,1.173,162,0.464
SaverLearning,3.075,516.644,0.930,161,0.465
SaverLearning,3.021,520.584,0.877,163,0.466
SaverLearning,3.098,524.735,1.002,163,0.466
SaverLearning,3.047,528.721,0.897,162,0.467
SaverLearning,3.089,532.728,0.880,161,0.468
SaverLearning,3.037,536.711,0.905,161,0.470
SaverLearning,3.086,540.777,0.939,163,0.471
SaverLearning,3.021,544.784,0.942,169,0.473
SaverLearning,3.056,548.824,0.942,161,0.474
SaverLearning,3.109,552.900,0.921,164,0.476
SaverLearning,2.955,556.762,0.866,161,0.477
SaverLearning,3.055,560.776,0.917,161,0.478
SaverLearning,3.084,564.795,0.891,161,0.479
SaverLearning,3.006,568.671,0.830,161,0.480
SaverLearning,3.052,572.582,0.819,163,0.481
SaverLearning,3.051,576.532,0.859,161,0.484
SaverLearning,3.040,580.522,0.908,161,0.485
SaverLearning,3.036,584.500,0.899,162,0.487
SaverLearning,3.067,588.424,0.818,161,0.489
SaverLearning,3.113,592.437,0.857,162,0.490
SaverLearning,3.082,596.336,0.779,164,0.491
SaverLearning,3.086,600.287,0.828,161,0.493
SaverLearning,3.015,604.129,0.793,162,0.495
SaverLearning,2.990,607.965,0.808,161,0.497
SaverLearning,2.970,611.752,0.782,162,0.498
SaverLearning,3.001,615.547,0.762,161,0.500
SaverLearning,2.966,619.299,0.752,166,0.502
SaverLearning,3.026,623.308,0.937,161,0.504
SaverLearning,3.064,627.274,0.865,162,0.506
SaverLearning,3.070,631.360,0.970,162,0.507
SaverLearning,3.054,635.464,1.002,162,0.508
SaverLearning,3.031,639.475,0.935,162,0.510
SaverLearning,3.039,643.338,0.786,165,0.511
SaverLearning,3.082,647.238,0.781,162,0.513
SaverLearning,3.076,651.210,0.855,165,0.515
SaverLearning,3.141,655.187,0.797,162,0.517
SaverLearning,3.068,659.098,0.805,161,0.520
SaverLearning,3.131,663.038,0.770,162,0.521
SaverLearning,3.035,666.898,0.785,164,0.522
SaverLearning,3.087,670.804,0.780,161,0.524
SaverLearning,3.076,674.747,0.820,164,0.526
SaverLearning,3.053,678.701,0.864,163,0.528
SaverLearning,3.018,682.625,0.867,164,0.530
SaverLearning,3.026,686.415,0.731,162,0.532
SaverLearning,3.117,690.342,0.775,166,0.534
SaverLearning,3.021,694.166,0.768,164,0.536
SaverLearning,3.045,697.972,0.728,162,0.538
SaverLearning,3.117,701.897,0.773,161,0.540
SaverLearning,3.030,705.649,0.689,161,0.542
SaverLearning,3.120,709.618,0.809,164,0.543
SaverLearning,3.070,713.409,0.690,162,0.545
SaverLearning,3.105,717.197,0.652,164,0.547
SaverLearning,3.071,720.966,0.667,162,0.549
SaverLearning,3.069,724.772,0.701,163,0.551
SaverLearning,3.059,728.521,0.660,162,0.554
SaverLearning,3.145,732.520,0.816,163,0.555
SaverLearning,3.105,736.373,0.713,163,0.557
SaverLearning,3.074,740.185,0.703,164,0.559
SaverLearning,3.052,743.957,0.686,164,0.561
SaverLearning,3.043,747.725,0.691,164,0.563
SaverLearning,3.075,751.536,0.700,162,0.565
SaverLearning,3.032,755.357,0.749,164,0.567
SaverLearning,3.093,759.226,0.739,162,0.569
SaverLearning,3.035,762.926,0.630,162,0.571
SaverLearning,3.065,766.597,0.582,164,0.573
SaverLearning,3.061,770.345,0.659,163,0.575
SaverLearning,3.066,774.086,0.648,161,0.577
SaverLearning,2.975,777.703,0.615,164,0.579
SaverLearning,2.999,781.269,0.543,162,0.580
SaverLearning,3.111,785.065,0.655,163,0.582
SaverLearning,3.055,788.806,0.655,161,0.584
SaverLearning,3.105,792.586,0.648,161,0.586
SaverLearning,3.033,796.280,0.632,163,0.587
SaverLearning,3.041,800.041,0.689,164,0.589
SaverLearning,3.031,803.739,0.637,163,0.591
SaverLearning,3.086,807.545,0.688,161,0.593
SaverLearning,3.007,811.257,0.673,166,0.595
SaverLearning,3.107,815.056,0.662,165,0.597
SaverLearning,3.073,818.764,0.608,164,0.598
SaverLearning,3.107,822.540,0.639,164,0.600
SaverLearning,3.049,826.305,0.682,167,0.602
SaverLearning,3.081,830.051,0.637,162,0.604
SaverLearning,2.961,833.740,0.689,161,0.605
SaverLearning,2.998,837.432,0.659,163,0.607
SaverLearning,2.973,841.094,0.656,165,0.608
SaverLearning,3.029,844.758,0.607,165,0.610
SaverLearning,3.025,848.380,0.570,162,0.612
SaverLearning,3.071,852.025,0.547,164,0.613
SaverLearning,3.069,855.748,0.623,162,0.615
SaverLearning,3.075,859.444,0.593,161,0.617
SaverLearning,3.057,863.113,0.582,162,0.618
SaverLearning,3.056,866.788,0.586,164,0.620
SaverLearning,3.084,870.487,0.590,164,0.622
SaverLearning,3.078,874.172,0.583,164,0.623
SaverLearning,3.092,877.908,0.616,162,0.625
SaverLearning,3.074,881.602,0.595,165,0.626
SaverLearning,3.074,885.296,0.593,162,0.628
SaverLearning,3.063,889.016,0.627,163,0.629
SaverLearning,3.029,892.667,0.596,162,0.631
SaverLearning,3.079,896.378,0.605,164,0.632
SaverLearning,3.083,900.110,0.621,163,0.634
SaverLearning,3.037,903.786,0.610,165,0.635
SaverLearning,3.096,907.505,0.595,162,0.637
SaverLearning,3.074,911.225,0.617,163,0.638
SaverLearning,2.937,914.784,0.595,161,0.639
SaverLearning,3.022,918.483,0.646,162,0.640
SaverLearning,3.030,922.195,0.651,162,0.641
SaverLearning,3.080,925.885,0.581,161,0.642
SaverLearning,3.117,929.649,0.618,167,0.644
SaverLearning,3.094,933.384,0.611,161,0.645
SaverLearning,3.009,936.958,0.541,162,0.646
SaverLearning,3.004,940.578,0.587,164,0.647
SaverLearning,2.983,944.160,0.572,162,0.648
SaverLearning,3.006,947.793,0.597,162,0.649
SaverLearning,3.091,951.492,0.580,165,0.650
SaverLearning,3.045,955.185,0.619,170,0.652
SaverLearning,3.032,958.812,0.567,163,0.653
SaverLearning,3.064,962.563,0.656,165,0.654
SaverLearning,3.070,966.281,0.617,162,0.655
SaverLearning,3.056,970.003,0.634,163,0.656
SaverLearning,3.071,973.750,0.642,163,0.657
SaverLearning,3.077,977.449,0.590,161,0.658
SaverLearning,3.017,981.126,0.633,161,0.659
SaverLearning,3.067,984.827,0.608,165,0.660
SaverLearning,3.015,988.463,0.595,161,0.661
SaverLearning,3.006,992.075,0.578,162,0.662
SaverLearning,3.084,995.813,0.625,164,0.663
SaverLearning,2.983,999.452,0.628,162,0.664
SaverLearning,3.028,1003.149,0.639,164,0.665
SaverLearning,3.014,1006.800,0.610,165,0.666
SaverLearning,3.019,1010.521,0.670,161,0.667
SaverLearning,3.085,1014.265,0.630,162,0.668
SaverLearning,3.032,1017.984,0.654,162,0.668
SaverLearning,3.082,1021.767,0.669,165,0.669
SaverLearning,3.065,1025.525,0.660,165,0.670
SaverLearning,3.076,1029.255,0.623,162,0.671
SaverLearning,3.021,1033.017,0.706,164,0.671
SaverLearning,3.036,1036.813,0.723,161,0.672
SaverLearning,3.021,1040.581,0.711,167,0.673
SaverLearning,3.041,1044.316,0.663,162,0.673
SaverLearning,3.055,1048.086,0.682,167,0.674
SaverLearning,3.021,1051.779,0.639,164,0.674
SaverLearning,2.950,1055.375,0.615,163,0.675
SaverLearning,2.983,1059.059,0.668,161,0.676
SaverLearning,2.978,1062.689,0.618,163,0.677
SaverLearning,2.984,1066.362,0.658,165,0.677
SaverLearning,3.006,1070.180,0.771,162,0.677
SaverLearning,3.070,1074.113,0.819,163,0.677
SaverLearning,3.074,1077.931,0.708,162,0.677
SaverLearning,3.047,1081.655,0.647,167,0.678
SaverLearning,3.091,1085.452,0.676,163,0.678
SaverLearning,3.034,1089.222,0.706,165,0.679
SaverLearning,3.031,1092.852,0.574,161,0.680
SaverLearning,3.047,1096.563,0.635,163,0.681
SaverLearning,3.052,1100.303,0.661,163,0.681
SaverLearning,3.028,1104.011,0.650,165,0.682
SaverLearning,3.015,1107.646,0.592,164,0.683
SaverLearning,3.105,1111.427,0.644,167,0.683
SaverLearning,3.061,1115.211,0.691,161,0.684
SaverLearning,3.051,1118.920,0.627,161,0.685
SaverLearning,3.046,1122.614,0.618,167,0.686
SaverLearning,3.077,1126.375,0.652,161,0.686
SaverLearning,3.050,1130.117,0.661,163,0.687
SaverLearning,3.049,1133.795,0.602,163,0.687
SaverLearning,3.010,1137.485,0.652,168,0.688
SaverLearning,3.030,1141.190,0.644,161,0.688
SaverLearning,3.051,1144.890,0.618,161,0.689
SaverLearning,3.105,1148.681,0.653,163,0.689
SaverLearning,3.065,1152.442,0.661,163,0.690
SaverLearning,2.996,1156.157,0.685,161,0.690
SaverLearning,3.034,1159.842,0.620,166,0.691
SaverLearning,3.028,1163.545,0.642,165,0.691
SaverLearning,3.051,1167.275,0.646,166,0.692
SaverLearning,3.078,1171.032,0.647,164,0.692
SaverLearning,3.088,1174.740,0.590,165,0.693
SaverLearning,3.011,1178.421,0.634,161,0.694
SaverLearning,3.028,1182.155,0.677,166,0.694
SaverLearning,3.090,1185.913,0.639,163,0.695
SaverLearning,3.070,1189.703,0.690,166,0.695
SaverLearning,3.032,1193.329,0.568,163,0.696
SaverLearning,2.995,1197.056,0.701,164,0.696
SaverLearning,3.068,1200.872,0.715,162,0.697
SaverLearning,3.101,1204.639,0.637,163,0.697
SaverLearning,3.013,1208.319,0.637,162,0.697
SaverLearning,3.061,1212.066,0.655,162,0.698
SaverLearning,3.045,1215.862,0.718,164,0.698
SaverLearning,3.079,1219.715,0.738,162,0.699
SaverLearning,3.067,1223.506,0.691,163,0.699
SaverLearning,3.022,1227.211,0.653,163,0.699
SaverLearning,2.956,1230.799,0.603,165,0.700
SaverLearning,3.046,1234.495,0.620,167,0.701
SaverLearning,3.032,1238.177,0.619,163,0.701
SaverLearning,3.101,1241.958,0.649,162,0.702
SaverLearning,3.043,1245.663,0.630,162,0.702
SaverLearning,3.020,1249.376,0.661,164,0.703
SaverLearning,2.997,1253.001,0.600,163,0.703
SaverLearning,3.006,1256.665,0.629,161,0.704
SaverLearning,3.026,1260.280,0.563,163,0.704
SaverLearning,3.104,1264.023,0.608,164,0.705
SaverLearning,3.073,1267.702,0.579,162,0.706
SaverLearning,3.034,1271.393,0.628,163,0.706
SaverLearning,3.042,1275.073,0.608,163,0.707
SaverLearning,3.031,1278.698,0.565,163,0.708
SaverLearning,3.042,1282.398,0.624,165,0.708
SaverLearning,3.088,1286.157,0.643,162,0.709
SaverLearning,3.042,1289.867,0.638,161,0.709
SaverLearning,3.072,1293.586,0.620,166,0.710
SaverLearning,3.054,1297.380,0.710,164,0.711
SaverLearning,3.083,1301.108,0.616,162,0.711
SaverLearning,3.052,1304.796,0.609,161,0.712
SaverLearning,3.011,1308.418,0.583,161,0.712
SaverLearning,3.073,1312.116,0.597,162,0.713
SaverLearning,3.028,1315.790,0.617,161,0.714
SaverLearning,3.061,1319.560,0.679,166,0.714
SaverLearning,3.033,1323.247,0.624,163,0.715
SaverLearning,3.089,1326.972,0.608,162,0.715
SaverLearning,3.031,1330.661,0.628,161,0.716
SaverLearning,3.054,1334.376,0.630,163,0.717
SaverLearning,3.045,1338.098,0.645,164,0.717
SaverLearning,3.083,1341.874,0.657,162,0.718
SaverLearning,3.062,1345.596,0.629,163,0.719
SaverLearning,2.996,1349.311,0.681,165,0.719
SaverLearning,3.032,1352.994,0.621,166,0.719
SaverLearning,3.030,1356.677,0.621,163,0.720
SaverLearning,3.043,1360.382,0.631,162,0.720
SaverLearning,3.051,1364.121,0.655,161,0.721
SaverLearning,3.068,1367.857,0.636,163,0.721
SaverLearning,3.020,1371.587,0.677,162,0.722
SaverLearning,3.071,1375.306,0.616,167,0.722
SaverLearning,3.067,1379.053,0.648,165,0.722
SaverLearning,3.013,1382.718,0.622,167,0.723
SaverLearning,3.102,1386.450,0.597,163,0.723
SaverLearning,3.029,1390.098,0.594,165,0.724
SaverLearning,3.052,1393.815,0.637,162,0.724
SaverLearning,3.024,1397.475,0.608,161,0.725
SaverLearning,2.990,1401.194,0.696,161,0.725
SaverLearning,3.046,1404.920,0.651,163,0.726
SaverLearning,3.020,1408.565,0.596,162,0.726
SaverLearning,3.010,1412.268,0.662,161,0.727
SaverLearning,3.036,1415.970,0.635,161,0.727
SaverLearning,3.126,1419.751,0.626,163,0.728
SaverLearning,3.028,1423.399,0.593,166,0.728
SaverLearning,3.053,1427.109,0.628,164,0.729
SaverLearning,3.045,1430.778,0.596,162,0.729
SaverLearning,3.075,1434.482,0.600,164,0.729
SaverLearning,3.054,1438.222,0.654,164,0.730
SaverLearning,3.117,1442.010,0.640,165,0.730
SaverLearning,2.997,1445.615,0.581,162,0.731
SaverLearning,3.067,1449.369,0.654,162,0.731
SaverLearning,3.035,1453.121,0.685,163,0.732
SaverLearning,3.007,1456.841,0.678,165,0.733
SaverLearning,3.144,1460.644,0.627,164,0.733
SaverLearning,3.075,1464.385,0.635,162,0.734
SaverLearning,3.032,1468.100,0.650,164,0.734
SaverLearning,3.101,1471.908,0.673,165,0.735
SaverLearning,3.034,1475.566,0.595,164,0.735
SaverLearning,2.977,1479.190,0.616,165,0.736
SaverLearning,2.997,1482.870,0.650,164,0.736
SaverLearning,3.067,1486.608,0.639,161,0.737
SaverLearning,3.105,1490.450,0.700,163,0.738
SaverLearning,3.105,1494.209,0.628,161,0.738
SaverLearning,3.044,1497.931,0.649,165,0.739
SaverLearning,3.033,1501.641,0.648,162,0.740
SaverLearning,3.069,1505.355,0.618,161,0.740
SaverLearning,3.088,1509.113,0.641,161,0.741
SaverLearning,3.085,1512.817,0.593,163,0.741
SaverLearning,3.028,1516.533,0.656,164,0.742
SaverLearning,3.087,1520.254,0.606,165,0.742
SaverLearning,3.097,1524.002,0.621,163,0.743
SaverLearning,3.077,1527.736,0.628,161,0.743
SaverLearning,3.073,1531.515,0.674,164,0.744
SaverLearning,3.078,1535.262,0.639,164,0.744
SaverLearning,2.961,1538.857,0.605,164,0.745
SaverLearning,3.034,1542.498,0.578,161,0.745
SaverLearning,3.046,1546.266,0.688,165,0.746
SaverLearning,3.071,1549.959,0.594,161,0.746
SaverLearning,3.092,1553.649,0.571,168,0.747
SaverLearning,3.088,1557.343,0.577,162,0.747
SaverLearning,3.014,1560.988,0.600,164,0.748
SaverLearning,3.059,1564.651,0.575,164,0.748
SaverLearning,3.035,1568.321,0.605,163,0.749
SaverLearning,3.095,1572.048,0.602,167,0.749
SaverLearning,3.019,1575.633,0.538,162,0.750
SaverLearning,3.099,1579.317,0.557,161,0.750
SaverLearning,3.022,1582.938,0.572,165,0.751
SaverLearning,3.005,1586.561,0.589,163,0.751
SaverLearning,3.121,1590.284,0.573,165,0.752
SaverLearning,3.046,1593.900,0.543,162,0.752
SaverLearning,3.071,1597.573,0.571,163,0.753
SaverLearning,3.058,1601.220,0.558,164,0.753
SaverLearning,3.036,1604.844,0.563,163,0.754
SaverLearning,3.028,1608.500,0.602,167,0.755
SaverLearning,3.044,1612.154,0.583,162,0.755
SaverLearning,3.015,1615.743,0.550,162,0.755
SaverLearning,3.060,1619.327,0.503,162,0.756
SaverLearning,3.099,1623.094,0.637,162,0.756
SaverLearning,2.985,1626.663,0.558,162,0.757
SaverLearning,3.023,1630.307,0.593,162,0.757
SaverLearning,3.031,1633.985,0.619,162,0.758
SaverLearning,3.000,1637.640,0.627,164,0.758
SaverLearning,3.071,1641.352,0.612,162,0.759
SaverLearning,3.102,1645.072,0.590,163,0.759
SaverLearning,3.052,1648.735,0.583,164,0.759
SaverLearning,3.108,1652.489,0.615,161,0.760
SaverLearning,3.090,1656.216,0.606,161,0.760
SaverLearning,3.097,1659.939,0.598,163,0.761
SaverLearning,3.004,1663.609,0.634,161,0.761
SaverLearning,3.078,1667.293,0.578,161,0.761
SaverLearning,3.011,1670.964,0.627,165,0.762
SaverLearning,3.043,1674.650,0.612,165,0.762
SaverLearning,3.048,1678.392,0.661,166,0.762
SaverLearning,3.102,1682.148,0.623,161,0.763
SaverLearning,2.995,1685.781,0.607,164,0.763
SaverLearning,3.067,1689.464,0.587,165,0.764
SaverLearning,3.062,1693.119,0.565,163,0.764
SaverLearning,3.087,1696.833,0.597,162,0.765
SaverLearning,3.066,1700.554,0.624,162,0.765
SaverLearning,3.040,1704.269,0.641,166,0.766
SaverLearning,3.046,1707.968,0.621,162,0.766
SaverLearning,3.075,1711.731,0.650,168,0.766
SaverLearning,2.991,1715.374,0.623,161,0.767
SaverLearning,3.084,1719.119,0.632,161,0.767
SaverLearning,3.033,1722.777,0.598,164,0.768
SaverLearning,3.041,1726.369,0.527,163,0.768
SaverLearning,3.067,1729.966,0.508,167,0.769
SaverLearning,2.989,1733.554,0.572,161,0.769
SaverLearning,3.041,1737.172,0.551,163,0.770
SaverLearning,3.078,1740.782,0.510,164,0.770
SaverLearning,3.039,1744.415,0.569,166,0.771
SaverLearning,3.061,1748.035,0.535,162,0.771
SaverLearning,3.061,1751.696,0.573,163,0.772
SaverLearning,3.065,1755.328,0.541,162,0.772
SaverLearning,3.028,1758.945,0.565,163,0.773
SaverLearning,2.996,1762.504,0.539,163,0.773
SaverLearning,3.093,1766.129,0.507,164,0.773
SaverLearning,3.099,1769.792,0.538,163,0.774
SaverLearning,3.031,1773.391,0.544,161,0.774
SaverLearning,3.078,1777.051,0.555,161,0.775
SaverLearning,3.018,1780.625,0.529,168,0.775
SaverLearning,3.119,1784.304,0.535,161,0.776
SaverLearning,3.039,1787.908,0.538,161,0.776
SaverLearning,3.094,1791.593,0.563,162,0.776
SaverLearning,3.009,1795.216,0.583,161,0.777
SaverLearning,3.057,1798.840,0.541,166,0.777
SaverLearning,3.040,1802.422,0.517,163,0.778
SaverLearning,3.012,1805.984,0.523,164,0.778
SaverLearning,3.047,1809.595,0.538,163,0.779
SaverLearning,3.014,1813.157,0.520,161,0.779
SaverLearning,2.906,1816.615,0.525,163,0.779
SaverLearning,3.027,1820.237,0.567,168,0.780
SaverLearning,3.050,1823.897,0.580,165,0.780
SaverLearning,3.033,1827.460,0.502,162,0.781
SaverLearning,3.067,1831.041,0.490,164,0.781
SaverLearning,3.015,1834.624,0.541,163,0.781
SaverLearning,3.014,1838.208,0.546,163,0.782
SaverLearning,3.030,1841.851,0.588,161,0.782
SaverLearning,3.086,1845.485,0.525,161,0.783
SaverLearning,3.050,1849.150,0.591,167,0.783
SaverLearning,3.078,1852.805,0.552,161,0.783
SaverLearning,3.013,1856.386,0.544,161,0.784
SaverLearning,3.034,1859.933,0.491,161,0.784
SaverLearning,3.054,1863.617,0.602,165,0.785
SaverLearning,3.045,1867.178,0.493,162,0.785
SaverLearning,3.072,1870.772,0.497,162,0.786
SaverLearning,3.104,1874.457,0.556,164,0.786
SaverLearning,2.937,1877.990,0.569,165,0.786
SaverLearning,3.016,1881.580,0.550,161,0.787
SaverLearning,3.021,1885.158,0.533,162,0.787
SaverLearning,2.956,1888.702,0.560,165,0.788
SaverLearning,2.993,1892.268,0.548,162,0.788
SaverLearning,3.046,1895.869,0.529,163,0.788
SaverLearning,3.009,1899.456,0.551,162,0.789
SaverLearning,3.071,1903.147,0.592,167,0.789
SaverLearning,3.072,1906.826,0.579,165,0.790
SaverLearning,3.112,1910.527,0.560,161,0.790
SaverLearning,3.049,1914.181,0.576,167,0.790
SaverLearning,3.055,1917.868,0.600,161,0.791
SaverLearning,3.042,1921.538,0.596,163,0.791
SaverLearning,3.017,1925.209,0.621,164,0.791
SaverLearning,2.986,1928.815,0.590,161,0.792
SaverLearning,3.057,1932.542,0.638,162,0.792
SaverLearning,3.060,1936.210,0.578,163,0.792
SaverLearning,3.034,1939.818,0.546,166,0.793
SaverLearning,3.015,1943.432,0.570,165,0.793
SaverLearning,3.138,1947.099,0.503,161,0.793
SaverLearning,2.987,1950.627,0.515,162,0.794
SaverLearning,3.003,1954.248,0.584,163,0.794
SaverLearning,3.001,1957.807,0.536,168,0.795
SaverLearning,2.970,1961.354,0.552,163,0.795
SaverLearning,3.035,1964.967,0.552,168,0.795
SaverLearning,2.924,1968.463,0.548,165,0.796
SaverLearning,2.976,1972.026,0.561,163,0.796
SaverLearning,3.089,1975.684,0.543,170,0.796
SaverLearning,3.020,1979.270,0.543,162,0.797
SaverLearning,3.060,1982.895,0.540,166,0.797
SaverLearning,3.079,1986.538,0.540,163,0.798
SaverLearning,3.029,1990.126,0.534,167,0.798
SaverLearning,3.055,1993.754,0.549,162,0.798
SaverLearning,3.088,1997.357,0.491,162,0.799
SaverLearning,3.057,2000.957,0.518,166,0.799
SaverLearning,3.050,2004.552,0.520,165,0.799
SaverLearning,3.027,2008.128,0.524,164,0.800
SaverLearning,3.028,2011.726,0.543,169,0.800
SaverLearning,3.084,2015.432,0.593,165,0.800
SaverLearning,3.060,2019.088,0.569,167,0.801
SaverLearning,3.044,2022.783,0.623,163,0.801
SaverLearning,2.924,2026.256,0.525,167,0.801
SaverLearning,3.034,2029.922,0.600,163,0.802
SaverLearning,3.100,2033.610,0.560,164,0.802
SaverLearning,3.072,2037.324,0.612,167,0.802
SaverLearning,3.043,2040.948,0.552,161,0.803
SaverLearning,3.056,2044.611,0.577,161,0.803
SaverLearning,3.016,2048.324,0.661,163,0.803
SaverLearning,3.114,2052.115,0.645,162,0.804
SaverLearning,3.016,2055.741,0.578,162,0.804
SaverLearning,3.049,2059.418,0.598,165,0.804
SaverLearning,3.065,2063.112,0.597,161,0.804
SaverLearning,3.046,2066.761,0.571,165,0.805
SaverLearning,2.991,2070.393,0.606,162,0.805
SaverLearning,3.003,2074.021,0.591,161,0.805
